_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
3432,Uria aalge,Common Murre,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Uria aalge,0
3433,Alca torda,Razorbill,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Alca torda,0
3434,Fratercula arctica,Atlantic Puffin,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Fratercula arctica,0
3435,Rissa tridactyla,Black-legged Kittiwake,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Rissa tridactyla,0
3436,Larus marinus,Great Black-backed Gull,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Larus marinus,1
3437,Larus marinus,Great Black-backed Gull,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Larus marinus,1
3438,Troglodytes troglodytes,Eurasian Wren,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Troglodytes troglodytes,0
3439,Anthus petrosus,Rock Pipit,2011-07-03T00:00:00,2011,7,3,0,Ireland,IE-L-DN,Leinster,Dublin,Ireland's Eye,53.4045,-6.0649,Anthus petrosus,0
3440,Cygnus olor,Mute Swan,2008-05-02T00:00:00,2008,5,2,1745,Ireland,IE-L-DN,Leinster,Dublin,College Park,53.3429,-6.2538,Cygnus olor,1
3441,Pica pica,Eurasian Magpie,2008-05-02T00:00:00,2008,5,2,1745,Ireland,IE-L-DN,Leinster,Dublin,College Park,53.3429,-6.2538,Pica pica,1
3442,Erithacus rubecula,European Robin,2008-05-02T00:00:00,2008,5,2,1745,Ireland,IE-L-DN,Leinster,Dublin,College Park,53.3429,-6.2538,Erithacus rubecula,0
3443,Hydrobates pelagicus,European Storm-Petrel,2017-08-12T00:00:00,2017,8,12,1530,Ireland,IE-M-CK,Munster,Cork,Cape Clear Island,51.4396,-9.4929,Hydrobates pelagicus,0
3444,Cygnus olor,Mute Swan,2013-07-21T00:00:00,2013,7,21,900,Ireland,IE-L-DN,Leinster,Dublin,Howth Harbour,53.3903,-6.0672,Cygnus olor,1
3445,Larus argentatus,Herring Gull,2013-07-21T00:00:00,2013,7,21,900,Ireland,IE-L-DN,Leinster,Dublin,Howth Harbour,53.3903,-6.0672,Larus argentatus,0
3446,Cinclus cinclus,White-throated Dipper,2018-03-23T00:00:00,2018,3,23,1300,Ireland,IE-L-DN,Leinster,Dublin,"Dodder River, 100m south of footbridge",53.3038,-6.2689,Cinclus cinclus,0
3447,Cinclus cinclus,White-throated Dipper,2018-03-23T00:00:00,2018,3,23,1300,Ireland,IE-L-DN,Leinster,Dublin,"Dodder River, 100m south of footbridge",53.3038,-6.2689,Cinclus cinclus,0
3448,Erithacus rubecula,European Robin,2018-03-22T00:00:00,2018,3,22,1603,Ireland,IE-U-DL,Ulster,Donegal,"Glenveagh National Park, Churchill IE-Co. Donegal (55.0362,-7.9680)",55.0362,-7.968,Erithacus rubecula,0
3449,Erithacus rubecula,European Robin,2018-03-22T00:00:00,2018,3,22,1603,Ireland,IE-U-DL,Ulster,Donegal,"Glenveagh National Park, Churchill IE-Co. Donegal (55.0362,-7.9680)",55.0362,-7.968,Erithacus rubecula,0
3450,Fringilla coelebs,Common Chaffinch,2018-03-22T00:00:00,2018,3,22,1603,Ireland,IE-U-DL,Ulster,Donegal,"Glenveagh National Park, Churchill IE-Co. Donegal (55.0362,-7.9680)",55.0362,-7.968,Fringilla coelebs,0
3451,Fringilla coelebs,Common Chaffinch,2018-03-22T00:00:00,2018,3,22,1603,Ireland,IE-U-DL,Ulster,Donegal,"Glenveagh National Park, Churchill IE-Co. Donegal (55.0362,-7.9680)",55.0362,-7.968,Fringilla coelebs,0
3452,Alauda arvensis,Eurasian Skylark,2018-03-24T00:00:00,2018,3,24,740,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Alauda arvensis,0
3453,Cygnus olor,Mute Swan,2018-03-24T00:00:00,2018,3,24,1210,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Cygnus olor,1
3454,Aythya fuligula,Tufted Duck,2018-03-24T00:00:00,2018,3,24,1210,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3455,Aythya fuligula,Tufted Duck,2018-03-24T00:00:00,2018,3,24,1210,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3456,Larus argentatus,Herring Gull,2018-03-24T00:00:00,2018,3,24,1210,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3457,Columba palumbus,Common Wood-Pigeon,2018-03-24T00:00:00,2018,3,24,1210,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Columba palumbus,0
3458,Plegadis falcinellus,Glossy Ibis,2018-03-24T00:00:00,2018,3,24,930,Ireland,IE-L-WW,Leinster,Wicklow,East Coast NR,53.0685,-6.0393,Plegadis falcinellus,0
3459,Fringilla coelebs,Common Chaffinch,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Fringilla coelebs,0
3460,Fringilla coelebs,Common Chaffinch,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Fringilla coelebs,0
3461,Chloris chloris,European Greenfinch,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Chloris chloris,0
3462,Turdus merula,Eurasian Blackbird,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Turdus merula,0
3463,Erithacus rubecula,European Robin,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Erithacus rubecula,0
3464,Corvus monedula,Eurasian Jackdaw,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Corvus monedula,0
3465,Cygnus cygnus,Whooper Swan,2018-03-25T00:00:00,2018,3,25,1208,Ireland,IE-C-RN,Connaught,Roscommon,Clonmacnoise,53.327,-7.9854,Cygnus cygnus,1
3466,Fulica atra,Eurasian Coot,2018-03-26T00:00:00,2018,3,26,1120,Ireland,IE-C-GY,Connaught,Galway,Glenlo Abbey,53.2997,-9.0983,Fulica atra,0
3467,Phalacrocorax carbo,Great Cormorant,2018-03-26T00:00:00,2018,3,26,846,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Phalacrocorax carbo,0
3468,Tringa nebularia,Common Greenshank,2018-03-26T00:00:00,2018,3,26,846,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Tringa nebularia,0
3469,Chroicocephalus ridibundus,Black-headed Gull,2018-03-26T00:00:00,2018,3,26,846,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
3470,Chroicocephalus ridibundus,Black-headed Gull,2018-03-26T00:00:00,2018,3,26,846,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
3471,Gavia immer,Common Loon,2018-03-26T00:00:00,2018,3,26,800,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Gavia immer,0
3472,Ardea cinerea,Gray Heron,2018-03-26T00:00:00,2018,3,26,800,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Ardea cinerea,1
3473,Corvus cornix,Hooded Crow,2018-03-25T00:00:00,2018,3,25,1442,Ireland,IE-C-GY,Connaught,Galway,Athenry Castle,53.3001,-8.7437,Corvus cornix,0
3474,Motacilla alba,White Wagtail,2018-03-26T00:00:00,2018,3,26,1120,Ireland,IE-C-GY,Connaught,Galway,Glenlo Abbey,53.2997,-9.0983,Motacilla alba,0
3475,Fulmarus glacialis,Northern Fulmar,2018-03-18T00:00:00,2018,3,18,930,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
3476,Rissa tridactyla,Black-legged Kittiwake,2018-03-24T00:00:00,2018,3,24,1230,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Rissa tridactyla,0
3477,Fulmarus glacialis,Northern Fulmar,2018-03-24T00:00:00,2018,3,24,1230,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Fulmarus glacialis,0
3478,Fratercula arctica,Atlantic Puffin,2015-07-05T00:00:00,2015,7,5,0,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Fratercula arctica,0
3479,Anas platyrhynchos,Mallard,2018-03-29T00:00:00,2018,3,29,1115,Ireland,IE-M-KY,Munster,Kerry,Ross Castle & Island,52.0396,-9.535,Anas platyrhynchos,1
3480,Corvus monedula,Eurasian Jackdaw,2018-03-30T00:00:00,2018,3,30,1120,Ireland,IE-L-KK,Leinster,Kilkenny,Kilkenny Castle Grounds,52.6496,-7.2439,Corvus monedula,0
3481,Phalacrocorax carbo,Great Cormorant,2018-03-17T00:00:00,2018,3,17,1211,Ireland,IE-M-CE,Munster,Clare,Illaunonearaun Viewpoint,52.648,-9.7313,Phalacrocorax carbo,0
3482,Phalacrocorax carbo,Great Cormorant,2018-03-17T00:00:00,2018,3,17,1211,Ireland,IE-M-CE,Munster,Clare,Illaunonearaun Viewpoint,52.648,-9.7313,Phalacrocorax carbo,0
3483,Phalacrocorax carbo,Great Cormorant,2018-03-17T00:00:00,2018,3,17,1211,Ireland,IE-M-CE,Munster,Clare,Illaunonearaun Viewpoint,52.648,-9.7313,Phalacrocorax carbo,0
3484,Branta bernicla hrota,Brant (Atlantic),2018-03-30T00:00:00,2018,3,30,837,Ireland,IE-L-DN,Leinster,Dublin,Kilbogget Park,53.2605,-6.1429,Branta bernicla,0
3485,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-03-30T00:00:00,2018,3,30,837,Ireland,IE-L-DN,Leinster,Dublin,Kilbogget Park,53.2605,-6.1429,Pyrrhula pyrrhula,0
3486,Carduelis carduelis,European Goldfinch,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Carduelis carduelis,0
3487,Spinus spinus,Eurasian Siskin,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Spinus spinus,0
3488,Spinus spinus,Eurasian Siskin,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Spinus spinus,0
3489,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3490,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3491,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3492,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3493,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3494,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3495,Corvus monedula,Eurasian Jackdaw,2018-03-29T00:00:00,2018,3,29,1725,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Corvus monedula,0
3496,Spinus spinus,Eurasian Siskin,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Spinus spinus,0
3497,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3498,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3499,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3500,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3501,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3502,Acanthis cabaret,Lesser Redpoll,2018-03-30T00:00:00,2018,3,30,1150,Ireland,IE-L-DN,Leinster,Dublin,"Auburn Avenue (garden), Glenageary",53.2664,-6.1407,Acanthis cabaret,0
3503,Corvus monedula,Eurasian Jackdaw,2018-03-19T00:00:00,2018,3,19,0,Ireland,IE-M-CK,Munster,Cork,Blarney Castle,51.9291,-8.571,Corvus monedula,0
3504,Motacilla alba,White Wagtail,2018-03-20T00:00:00,2018,3,20,0,Ireland,IE-M-KY,Munster,Kerry,Walk to Ross Castle,52.0425,-9.5307,Motacilla alba,0
3505,Erithacus rubecula,European Robin,2016-08-16T00:00:00,2016,8,16,1230,Ireland,IE-C-GY,Connaught,Galway,"Meenabool, Kilmurvy, Inishmore, Galway County, IE",53.13,-9.7575,Erithacus rubecula,0
3506,Corvus frugilegus,Rook,2018-03-28T00:00:00,2018,3,28,1134,Ireland,IE-M-KY,Munster,Kerry,Killarney NP--Muckross,52.0179,-9.5088,Corvus frugilegus,0
3507,Sturnus vulgaris,European Starling,2018-03-23T00:00:00,2018,3,23,1437,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Sturnus vulgaris,0
3508,Corvus cornix,Hooded Crow,2018-03-23T00:00:00,2018,3,23,1629,Ireland,IE-L-WW,Leinster,Wicklow,Bray Harbour,53.2087,-6.1009,Corvus cornix,0
3509,Phasianus colchicus,Ring-necked Pheasant,2018-03-23T00:00:00,2018,3,23,1637,Ireland,IE-L-WW,Leinster,Wicklow,Bray Head,53.1851,-6.0765,Phasianus colchicus,0
3510,Aythya fuligula,Tufted Duck,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3511,Aythya fuligula,Tufted Duck,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3512,Aythya fuligula,Tufted Duck,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
3513,Gallinula chloropus,Eurasian Moorhen,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
3514,Fulica atra,Eurasian Coot,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
3515,Larus argentatus,Herring Gull,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3516,Larus argentatus,Herring Gull,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3517,Erithacus rubecula,European Robin,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
3518,Larus argentatus,Herring Gull,2018-03-24T00:00:00,2018,3,24,1309,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3519,Corvus monedula,Eurasian Jackdaw,2018-03-25T00:00:00,2018,3,25,1544,Ireland,IE-L-DN,Leinster,Dublin,Phoenix Park,53.3549,-6.3298,Corvus monedula,0
3520,Tringa totanus,Common Redshank,2018-03-26T00:00:00,2018,3,26,1249,Ireland,IE-L-DN,Leinster,Dublin,Irishtown Nature Park,53.3366,-6.2076,Tringa totanus,0
3521,Larus argentatus,Herring Gull,2018-03-26T00:00:00,2018,3,26,1758,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3522,Larus argentatus,Herring Gull,2018-03-26T00:00:00,2018,3,26,1758,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3523,Larus argentatus,Herring Gull,2018-03-26T00:00:00,2018,3,26,1758,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3524,Larus argentatus,Herring Gull,2018-03-26T00:00:00,2018,3,26,1758,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Larus argentatus,0
3525,Ardea cinerea,Gray Heron,2018-03-26T00:00:00,2018,3,26,1758,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Ardea cinerea,1
3526,Troglodytes troglodytes,Eurasian Wren,2018-04-07T00:00:00,2018,4,7,940,Ireland,IE-L-DN,Leinster,Dublin,University College Dublin--Rosemount Research Station,53.3058,-6.2328,Troglodytes troglodytes,0
3527,Corvus monedula,Eurasian Jackdaw,2018-04-07T00:00:00,2018,4,7,940,Ireland,IE-L-DN,Leinster,Dublin,University College Dublin--Rosemount Research Station,53.3058,-6.2328,Corvus monedula,0
3528,Corvus monedula,Eurasian Jackdaw,2018-04-07T00:00:00,2018,4,7,940,Ireland,IE-L-DN,Leinster,Dublin,University College Dublin--Rosemount Research Station,53.3058,-6.2328,Corvus monedula,0
3529,Crex crex,Corn Crake,2016-06-12T00:00:00,2016,6,12,0,Ireland,IE-U-DL,Ulster,Donegal,Tory Island--general area,55.2662,-8.2224,Crex crex,0
3530,Acanthis cabaret,Lesser Redpoll,2010-01-04T00:00:00,2010,1,4,0,Ireland,IE-L-KE,Leinster,Kildare,Maynooth,53.3795,-6.5928,Acanthis cabaret,0
3531,Chloris chloris,European Greenfinch,2018-04-04T00:00:00,2018,4,4,815,Ireland,IE-M-KY,Munster,Kerry,"(52.0426,-9.5301)",52.0426,-9.5301,Chloris chloris,0
3532,Prunella modularis,Dunnock,2018-04-04T00:00:00,2018,4,4,815,Ireland,IE-M-KY,Munster,Kerry,"(52.0426,-9.5301)",52.0426,-9.5301,Prunella modularis,0
3533,Carduelis carduelis,European Goldfinch,2018-04-04T00:00:00,2018,4,4,815,Ireland,IE-M-KY,Munster,Kerry,"(52.0426,-9.5301)",52.0426,-9.5301,Carduelis carduelis,0
3534,Carduelis carduelis,European Goldfinch,2018-04-04T00:00:00,2018,4,4,815,Ireland,IE-M-KY,Munster,Kerry,"(52.0426,-9.5301)",52.0426,-9.5301,Carduelis carduelis,0
3535,Garrulus glandarius,Eurasian Jay,2018-04-04T00:00:00,2018,4,4,909,Ireland,IE-M-KY,Munster,Kerry,Ross Castle & Island,52.0396,-9.535,Garrulus glandarius,0
3536,Garrulus glandarius,Eurasian Jay,2018-04-04T00:00:00,2018,4,4,909,Ireland,IE-M-KY,Munster,Kerry,Ross Castle & Island,52.0396,-9.535,Garrulus glandarius,0
3537,Phylloscopus collybita [collybita Group],Common Chiffchaff (Common),2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Phylloscopus collybita,0
3538,Phylloscopus collybita [collybita Group],Common Chiffchaff (Common),2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Phylloscopus collybita,0
3539,Phylloscopus collybita [collybita Group],Common Chiffchaff (Common),2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Phylloscopus collybita,0
3540,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Pyrrhula pyrrhula,0
3541,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Pyrrhula pyrrhula,0
3542,Pyrrhula pyrrhula,Eurasian Bullfinch,2018-04-07T00:00:00,2018,4,7,1609,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Pyrrhula pyrrhula,0
3543,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2018-04-07T00:00:00,2018,4,7,1637,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Larus glaucoides,0
3544,Larus fuscus graellsii,Lesser Black-backed Gull (graellsii),2018-04-07T00:00:00,2018,4,7,1637,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Waterside,53.2775,-9.0542,Larus fuscus,0
3545,Sylvia atricapilla,Eurasian Blackcap,2018-04-07T00:00:00,2018,4,7,1646,Ireland,IE-C-GY,Connaught,Galway,River Corrib--Galway City,53.2732,-9.0561,Sylvia atricapilla,0
3546,Alca torda,Razorbill,2018-04-07T00:00:00,2018,4,7,1704,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Alca torda,0
3547,Gavia immer,Common Loon,2018-04-07T00:00:00,2018,4,7,1704,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Gavia immer,0
3548,Gavia immer,Common Loon,2018-04-07T00:00:00,2018,4,7,1704,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Gavia immer,0
3549,Cygnus olor,Mute Swan,2018-04-07T00:00:00,2018,4,7,1704,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Cygnus olor,1
3550,Ardea cinerea,Gray Heron,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Ardea cinerea,1
3551,Ardea cinerea,Gray Heron,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Ardea cinerea,1
3552,Thalasseus sandvicensis sandvicensis,Sandwich Tern (Eurasian),2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Thalasseus sandvicensis,0
3553,Motacilla alba alba/dukhunensis,White Wagtail (White-faced),2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Motacilla alba,0
3554,Motacilla alba alba/dukhunensis,White Wagtail (White-faced),2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Motacilla alba,0
3555,Anthus pratensis,Meadow Pipit,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Anthus pratensis,0
3556,Charadrius hiaticula,Common Ringed Plover,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Charadrius hiaticula,0
3557,Limosa lapponica,Bar-tailed Godwit,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Limosa lapponica,0
3558,Tadorna tadorna,Common Shelduck,2018-04-07T00:00:00,2018,4,7,1731,Ireland,IE-C-GY,Connaught,Galway,South Park & Mutton Island Causeway,53.2629,-9.0567,Tadorna tadorna,1
3559,Fulmarus glacialis,Northern Fulmar,2018-04-05T00:00:00,2018,4,5,1400,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
3560,Rissa tridactyla,Black-legged Kittiwake,2018-04-05T00:00:00,2018,4,5,1400,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Rissa tridactyla,0
3561,Anthus petrosus,Rock Pipit,2018-04-05T00:00:00,2018,4,5,1400,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus petrosus,0
3562,Arenaria interpres,Ruddy Turnstone,2018-04-08T00:00:00,2018,4,8,1530,Ireland,IE-L-DN,Leinster,Dublin,"Scotsman's Bay--Newtownsmith, Sandycove & The Forty Foot",53.2879,-6.119,Arenaria interpres,0
3563,Corvus corax,Common Raven,2018-04-08T00:00:00,2018,4,8,1530,Ireland,IE-L-DN,Leinster,Dublin,"Scotsman's Bay--Newtownsmith, Sandycove & The Forty Foot",53.2879,-6.119,Corvus corax,0
3564,Corvus corax,Common Raven,2018-04-08T00:00:00,2018,4,8,1530,Ireland,IE-L-DN,Leinster,Dublin,"Scotsman's Bay--Newtownsmith, Sandycove & The Forty Foot",53.2879,-6.119,Corvus corax,0
3565,Corvus corax,Common Raven,2018-04-08T00:00:00,2018,4,8,1530,Ireland,IE-L-DN,Leinster,Dublin,"Scotsman's Bay--Newtownsmith, Sandycove & The Forty Foot",53.2879,-6.119,Corvus corax,0
3566,Thalasseus sandvicensis,Sandwich Tern,2018-04-08T00:00:00,2018,4,8,1530,Ireland,IE-L-DN,Leinster,Dublin,"Scotsman's Bay--Newtownsmith, Sandycove & The Forty Foot",53.2879,-6.119,Thalasseus sandvicensis,0
